Time,Temperature,Relative humidity,Wind direction ground,Wind direction 500m,Wind direction 1000m,Wind direction 1500m,Wind direction 2000m,Wind speed ground,Wind speed 500m,Wind speed 1000m,Wind speed 1500m,Wind speed 2000m
2016-01-06T07:10:00,36.13270484554914,0.2596091855671422,83.39292,74.219284,81.6778,85.892136,88.56293,1.2046571,5.56429,7.1043744,7.1574335,6.5265718
2016-01-06T07:40:00,36.919072789893676,0.26958718762674294,254.1158,7.8565636,78.64838,88.57595,86.58211,3.0533714,12.146506,7.55323,5.975431,5.2853355
2016-01-06T08:10:00,35.110611572854054,0.3071386866259995,239.98897,222.57173,163.73495,92.01903,97.326935,2.581262,6.1561017,4.0529914,9.878027,9.971527
2016-01-06T08:40:00,35.01006085447034,0.3037671726739378,243.74167,223.30641,122.637405,110.17481,95.81175,2.280587,3.2245169,5.414481,9.492157,11.011315
2016-01-06T09:10:00,34.24642527851506,0.32334805917725706,242.248,234.85251,120.775665,103.600784,92.75909,2.6650321,3.319005,6.6329756,10.519578,10.927681
2016-01-06T09:40:00,33.98785847065426,0.33445259776357017,243.34013,172.91911,103.48346,95.43181,87.55676,1.8940725,2.5623472,8.730994,10.515173,10.82236
2016-01-06T10:10:00,32.54991826549974,0.3776133959730872,257.00867,140.39734,87.74656,86.425224,82.9644,1.5874287,1.7956543,7.832518,10.994128,10.834562
2016-01-06T10:40:00,31.635892593463723,0.4192980294386205,315.57718,80.89275,90.38482,80.277794,78.58392,0.80643827,5.080776,11.510508,11.367504,11.037676
2016-01-06T11:10:00,30.177833372775353,0.4810753933137064,315.5934,86.11425,85.60407,86.4899,76.64165,1.122954,10.10132,10.433127,9.404857,9.111532
2016-01-06T11:40:00,30.747664995696937,0.3048953005573719,83.60852,92.125015,85.9419,73.81526,62.32454,1.5236475,13.603845,12.065223,10.255203,8.348542
2016-01-06T12:10:00,33.902103779681966,0.2579283998014906,92.89024,94.765976,85.671074,77.18236,68.72832,1.6376399,15.047193,14.700402,12.7101,10.302421
2016-01-06T12:40:00,33.77503502852926,0.2604590054179503,91.88742,91.83718,84.85516,77.36829,66.36974,2.4391346,17.547544,15.651458,13.431731,10.925043
2016-01-06T13:10:00,32.16970025645128,0.3599876198763253,119.51522,98.38809,88.089386,67.35267,48.503117,3.6909425,17.602995,16.864174,14.16567,11.848852
2016-01-06T13:40:00,29.99410504686921,0.42738087450988527,110.3445,98.66597,83.51327,65.21815,49.78225,2.7112982,17.093271,18.820993,14.445283,10.871866
2016-01-06T14:10:00,29.13047673641063,0.4511686759711908,110.38318,97.05427,74.89314,59.622562,44.06746,3.3875449,19.235365,17.469534,13.011745,9.917429
2016-01-06T14:40:00,28.284942910695236,0.4667506806443855,96.70459,94.38557,72.80252,59.35749,43.810516,4.346376,22.043043,16.431423,12.204748,9.587751
